视频标题,【高清修复】东方幻想万华镜全集
视频BV号,BV1VuZ5YjEin
弹幕总数,4701

弹幕ID,出现时间(毫秒),模式,字体大小,颜色,用户MID哈希,内容,发送时间,权重,动作,弹幕池,弹幕ID字符串,属性,动画
1853734537826793728,268284,1,25,#e2027e,ad92ce4e,帕秋莉：你小子当真是不来借书的？,2025-05-24 15:59:37,1,,0,1853734537826793728,无,
1853735048356935680,288990,1,25,#fffffe,ad92ce4e,感谢吹拉弹三姐妹的友情出演,2025-05-24 16:00:38,2,,0,1853735048356935680,无,
1853735218394564608,358459,1,25,#fffffe,ad92ce4e,魔理沙：明明是个受，别太嚣张了！,2025-05-24 16:00:58,9,,0,1853735218394564608,无,
1853735387441907968,301838,1,25,#fffffe,ad92ce4e,东方JAZZ不得不品尝,2025-05-24 16:01:18,9,,0,1853735387441907968,无,
1853735558702974464,292238,1,25,#fffffe,ad92ce4e,洗剪吹三人组（雾,2025-05-24 16:01:38,9,,0,1853735558702974464,无,
1853735728539499520,273118,1,25,#fffffe,ad92ce4e,帕秋莉♂go！,2025-05-24 16:01:59,1,,0,1853735728539499520,无,
1853735897578017536,287797,1,25,#fffffe,ad92ce4e,啊，莉莉白,2025-05-24 16:02:19,2,,0,1853735897578017536,无,
1853736238557751040,325128,1,25,#fffffe,ad92ce4e,鸭内鸭内da★ze,2025-05-24 16:03:00,9,,0,1853736238557751040,无,
1853736407966202880,326674,1,25,#fef103,ad92ce4e,呀嘞呀嘞DA★ZE,2025-05-24 16:03:20,9,,0,1853736407966202880,无,
1853736748820401920,326065,1,25,#fffffe,ad92ce4e,呀嘞呀嘞daze,2025-05-24 16:04:00,9,,0,1853736748820401920,无,
1853736919285275648,343911,1,25,#fffffe,ad92ce4e,白丝小短袜可爱妖妖梦想成真,2025-05-24 16:04:21,2,,0,1853736919285275648,无,
1853737088945215744,275855,1,25,#fffffe,ad92ce4e,莉莉白是道中,2025-05-24 16:04:41,9,,0,1853737088945215744,无,
1853737259493430528,326743,1,25,#fffffe,ad92ce4e,无敌的声音,2025-05-24 16:05:01,2,,0,1853737259493430528,无,
1853737429262142464,331340,1,25,#fffffe,ad92ce4e,发出了无敌的声音,2025-05-24 16:05:21,2,,0,1853737429262142464,无,
1853737599181673984,314791,1,25,#fffffe,ad92ce4e,这么长的楼梯，不符合建筑规范〔doge〕,2025-05-24 16:05:42,10,,0,1853737599181673984,高赞,
1853737939155262208,272187,1,25,#fffffe,ad92ce4e,帕秋莉GO,2025-05-24 16:06:22,9,,0,1853737939155262208,无,
1853738279297091840,289505,1,25,#fffffe,ad92ce4e,一打到这就猛掉残,2025-05-24 16:07:03,1,,0,1853738279297091840,无,
1853738449040503552,319545,1,25,#fffffe,ad92ce4e,然后被yo梦锤一顿,2025-05-24 16:07:23,1,,0,1853738449040503552,无,
1853738960309334784,311751,1,25,#fffffe,ad92ce4e,冥界到了,2025-05-24 16:08:24,4,,0,1853738960309334784,无,
1853739129960515328,341619,1,25,#e70013,ad92ce4e,da☆ze ,2025-05-24 16:08:44,9,,0,1853739129960515328,无,
1853739299653778176,359259,1,25,#e70013,ad92ce4e,da☆ze ,2025-05-24 16:09:04,7,,0,1853739299653778176,无,
1853739809186230016,347389,1,25,#fffffe,ad92ce4e,受梦,2025-05-24 16:10:05,2,,0,1853739809186230016,无,
1853739979265165568,291592,1,25,#fffffe,ad92ce4e,永远记不住名字三姐妹,2025-05-24 16:10:25,2,,0,1853739979265165568,无,
1853740149922913536,358454,1,25,#fffffe,ad92ce4e,拿半灵当抱枕的屑妖梦,2025-05-24 16:10:46,1,,0,1853740149922913536,无,
1853740319750226944,269439,1,25,#009844,ad92ce4e,好阔爱,2025-05-24 16:11:06,2,,0,1853740319750226944,无,
1853740489812641024,338791,1,25,#fffffe,ad92ce4e,呀嘞呀嘞daze(一脸无敌,2025-05-24 16:11:26,2,,0,1853740489812641024,无,
1853740659522270208,268324,1,25,#ffff01,ad92ce4e,红魔馆亲情出演妖妖梦（bushi）,2025-05-24 16:11:47,9,,0,1853740659522270208,无,
1853740829308096000,317052,1,25,#fffffe,ad92ce4e,怪不得uuz能吃还不胖。爬这楼梯……,2025-05-24 16:12:07,1,,0,1853740829308096000,无,
1853740999210898688,291111,1,25,#00a0eb,ad92ce4e,感谢吹拉弹三人组的友情演出,2025-05-24 16:12:27,2,,0,1853740999210898688,无,
1853741168316410880,325536,1,25,#fffffe,ad92ce4e,da☆ze,2025-05-24 16:12:47,2,,0,1853741168316410880,无,
1853741678134498560,291055,1,25,#fffffe,ad92ce4e,我们仨,2025-05-24 16:13:48,2,,0,1853741678134498560,无,
1853741847399880192,287544,1,25,#fffffe,ad92ce4e,十六夜咲夜,2025-05-24 16:14:08,9,,0,1853741847399880192,无,
1853742017503930880,322187,1,25,#fffffe,ad92ce4e,这是把长城立起来了？,2025-05-24 16:14:28,2,,0,1853742017503930880,无,
1853742526012517632,338838,1,25,#f0ab2b,ad92ce4e,DA☆ZE,2025-05-24 16:15:29,2,,0,1853742526012517632,无,
1853742695445458176,292235,5,25,#fffffe,ad92ce4e,吹拉弹,2025-05-24 16:15:49,2,,0,1853742695445458176,无,
1853743034630947584,294339,5,25,#fef103,ad92ce4e,吹拉弹唱三人组   记不住名字三人组,2025-05-24 16:16:30,2,,0,1853743034630947584,无,
1853743204181068544,351191,5,25,#fffffe,ad92ce4e,撸自己的屑妖梦,2025-05-24 16:16:50,1,,0,1853743204181068544,无,
1853743544582567936,287426,5,25,#e70013,ad92ce4e,《甘          文          崔》,2025-05-24 16:17:30,2,,0,1853743544582567936,无,
1853743714536210176,290619,1,25,#fffffe,ad92ce4e,吹拉弹三姐妹，最后一个符必没的（）,2025-05-24 16:17:51,9,,0,1853743714536210176,无,
1853743884522348288,356549,1,25,#fffffe,ad92ce4e,这是再=在撸魂吗,2025-05-24 16:18:11,1,,0,1853743884522348288,无,
1853744054081271040,329963,5,25,#fffffe,ad92ce4e,鸭类鸭类(doge),2025-05-24 16:18:31,10,,0,1853744054081271040,无,
1853744394785222400,355431,1,25,#fffffe,ad92ce4e,翻译：如果你不想被幽幽子吃了，请速速离开（doge）,2025-05-24 16:19:12,1,,0,1853744394785222400,无,
1853744564587401728,317401,5,25,#fe0303,ad92ce4e,真——天路,2025-05-24 16:19:32,2,,0,1853744564587401728,无,
1853744735387890688,287768,1,25,#fef103,ad92ce4e,有恋色的调～,2025-05-24 16:19:52,2,,0,1853744735387890688,无,
1853744905575486720,325522,1,25,#e70013,ad92ce4e,那个无敌的声音,2025-05-24 16:20:13,2,,0,1853744905575486720,无,
1853745075134368512,292094,5,25,#fe0303,ad92ce4e,怎么跳过了啊喂！这一面还挺难的呢啊,2025-05-24 16:20:33,1,,0,1853745075134368512,无,
1853745244500706048,333931,5,25,#89d5fe,ad92ce4e,五面道中 楼梯（误）,2025-05-24 16:20:53,10,,0,1853745244500706048,无,
1853745753831519488,333431,1,25,#fffffe,ad92ce4e,真这么长啊,2025-05-24 16:21:54,1,,0,1853745753831519488,无,
1853745923499499264,347596,1,25,#fffffe,ad92ce4e,半个人,2025-05-24 16:22:14,2,,0,1853745923499499264,无,
1853746092991814912,273549,4,18,#e2027e,ad92ce4e,小恶魔新人不用特别注意,2025-05-24 16:22:34,1,,0,1853746092991814912,无,
1853746262835838720,321659,5,25,#fffffe,ad92ce4e,那是一条～神奇的天路～嘿！,2025-05-24 16:22:54,2,,0,1853746262835838720,无,
1853746602666150400,326291,5,25,#683a7a,ad92ce4e,呀嘞呀嘞da☆ze,2025-05-24 16:23:35,2,,0,1853746602666150400,无,
1853746772863264256,320317,5,25,#e70013,ad92ce4e,不怕跑断腿,2025-05-24 16:23:55,1,,0,1853746772863264256,无,
1853747113373207552,300266,1,25,#fffffe,ad92ce4e,我记得是普莉兹姆利巴三姐妹,2025-05-24 16:24:36,10,,0,1853747113373207552,无,
1853747283091736832,330849,1,25,#fffffe,ad92ce4e,为什么不骑扫把,2025-05-24 16:24:56,1,,0,1853747283091736832,无,
1853747452743223808,317112,5,25,#e70013,ad92ce4e,噔 噔 咚,2025-05-24 16:25:16,10,,0,1853747452743223808,无,
1853747623333671936,286589,1,25,#fffffe,ad92ce4e,此时的灵梦还在炫砂糖橘.jpg,2025-05-24 16:25:37,1,,0,1853747623333671936,无,
1853747793622585088,292078,1,25,#fffffe,ad92ce4e,吹拉弹三姐妹,2025-05-24 16:25:57,10,,0,1853747793622585088,无,
1853747963500209408,347843,1,25,#fffffe,ad92ce4e,沙沙の不妙冒险（bushi）,2025-05-24 16:26:17,2,,0,1853747963500209408,无,
1853748132958664704,318563,5,25,#fffffe,ad92ce4e,废宅的噩梦,2025-05-24 16:26:37,1,,0,1853748132958664704,无,
1853748303859155712,325376,5,25,#ffd303,ad92ce4e,鸭累鸭累DA☆ZE,2025-05-24 16:26:58,2,,0,1853748303859155712,无,
1853748473804070912,299318,5,25,#e70013,ad92ce4e,就这三小只攻势强劲的很！,2025-05-24 16:27:18,10,,0,1853748473804070912,无,
1853748644177219840,340364,1,25,#ffff01,ad92ce4e,呀嘞呀嘞DA★ZE,2025-05-24 16:27:38,9,,0,1853748644177219840,无,
1853748814155358464,333123,1,25,#fffffe,ad92ce4e,纯萌新 魔理沙不能飞上去吗？,2025-05-24 16:27:59,1,,0,1853748814155358464,无,
1853748983899063808,311577,1,25,#fffffe,ad92ce4e,此处是冥界,2025-05-24 16:28:19,1,,0,1853748983899063808,无,
1853749663434989056,353254,5,25,#683a7a,ad92ce4e,哇这个背景音乐yyds,2025-05-24 16:29:40,2,,0,1853749663434989056,无,
1853749833899260928,271832,1,25,#fffffe,ad92ce4e,哎呦~你脸红啦？让我康康,2025-05-24 16:30:00,1,,0,1853749833899260928,无,
1853750003744058112,322130,5,25,#fef103,ad92ce4e,飞上去呀,2025-05-24 16:30:20,2,,0,1853750003744058112,无,
1853750173268869888,330246,1,25,#fffffe,ad92ce4e,发出了无敌的声音,2025-05-24 16:30:41,2,,0,1853750173268869888,无,
1853750343155364608,325472,1,25,#fffffe,ad92ce4e,呀嘞呀嘞da☆za,2025-05-24 16:31:01,2,,0,1853750343155364608,无,
1853750512454324736,345716,4,18,#fffffe,ad92ce4e,魂魄妖梦因其可爱的外表与性格深受东方众喜爱，也因与人物“曲林静树”非常相似被开玩笑,2025-05-24 16:31:21,10,,0,1853750512454324736,无,
1853750682256616192,346493,1,25,#fffffe,ad92ce4e,啊啦啦,2025-05-24 16:31:41,2,,0,1853750682256616192,无,
1853751021919187968,325373,1,25,#fffffe,ad92ce4e,奇怪的知识增加了,2025-05-24 16:32:22,2,,0,1853751021919187968,无,
1853751191965057024,285097,5,25,#00a0eb,ad92ce4e,这是一条神奇的天～路～耶～～～～～,2025-05-24 16:32:42,2,,0,1853751191965057024,无,
1853751362354585856,328105,5,25,#fef103,ad92ce4e,为啥不飞？,2025-05-24 16:33:02,10,,0,1853751362354585856,无,
1853751532869151232,345914,1,25,#009844,ad92ce4e,妖梦！！！,2025-05-24 16:33:23,2,,0,1853751532869151232,无,
1853751872566460416,323341,5,25,#e70013,ad92ce4e,绝 对 命 运 默 示 录,2025-05-24 16:34:03,2,,0,1853751872566460416,无,
1853752211692165376,348534,1,25,#e70013,ad92ce4e,灵梦：同款表情,2025-05-24 16:34:44,10,,0,1853752211692165376,无,
1853752381318374656,284219,1,25,#e70013,ad92ce4e,魂魄妖梦在白玉楼,2025-05-24 16:35:04,2,,0,1853752381318374656,无,
1853752552479488768,351739,1,25,#e70013,ad92ce4e,魂魄妖梦敬上,2025-05-24 16:35:24,9,,0,1853752552479488768,无,
1853752891597604608,325282,5,25,#fe0303,ad92ce4e,学 校 楼 梯,2025-05-24 16:36:05,2,,0,1853752891597604608,无,
1853753061307431424,327582,1,25,#fffffe,ad92ce4e,妖梦耶,2025-05-24 16:36:25,2,,0,1853753061307431424,无,
1853753231042889728,353055,1,25,#fffffe,ad92ce4e,突然好羡慕妖梦，能有个灵随时rua,2025-05-24 16:36:45,2,,0,1853753231042889728,无,
1853753400693480448,358343,1,25,#fffffe,ad92ce4e,我爬了这么久，你让我原路返回？！,2025-05-24 16:37:05,1,,0,1853753400693480448,无,
1853753570034940416,319940,1,25,#fffffe,ad92ce4e,我超吃白玉楼的设计，太浪漫了,2025-05-24 16:37:26,2,,0,1853753570034940416,无,
1853753740281424896,359790,5,25,#fef103,ad92ce4e,魔理沙：我爬那么久楼梯你又让我回去？,2025-05-24 16:37:46,1,,0,1853753740281424896,无,
1853753909882500608,279985,1,25,#fffffe,ad92ce4e,病弱少女据说是魔女，不知道是不是人,2025-05-24 16:38:06,4,,0,1853753909882500608,无,
1853754079382820352,287904,5,25,#fffffe,ad92ce4e,普利兹姆利巴三姐妹,2025-05-24 16:38:26,2,,0,1853754079382820352,无,
1853754250887219712,291133,1,25,#fffffe,ad92ce4e,吹拉弹没有唱三人组,2025-05-24 16:38:47,1,,0,1853754250887219712,无,
1853754420479817216,269225,1,25,#fffffe,ad92ce4e,帕秋莉♂Go和小恶魔,2025-05-24 16:39:07,1,,0,1853754420479817216,无,
1853754590642742272,280358,1,25,#fffffe,ad92ce4e,楼上一只咲夜,2025-05-24 16:39:27,10,,0,1853754590642742272,无,
1853754760445567744,313602,5,25,#fe0303,ad92ce4e,到达世界最低端,2025-05-24 16:39:47,1,,0,1853754760445567744,无,
1853754929601847296,346565,1,25,#fffffe,ad92ce4e,妖梦妖梦,2025-05-24 16:40:08,9,,0,1853754929601847296,无,
1853755100116737792,326840,1,25,#fffffe,ad92ce4e,直的容易视觉疲劳掉下去吧，跟高速原理差不多,2025-05-24 16:40:28,1,,0,1853755100116737792,无,
1853755440350191360,352757,1,25,#fffffe,ad92ce4e,安抚半灵情绪,2025-05-24 16:41:09,2,,0,1853755440350191360,无,
1853755609464800256,352671,5,18,#fffffe,ad92ce4e,少女好体力,2025-05-24 16:41:29,2,,0,1853755609464800256,无,
1853755778788852736,344262,1,25,#fffffe,ad92ce4e,卧槽！这BGM！！！要来力！！！,2025-05-24 16:41:49,2,,0,1853755778788852736,无,
1853756120624036608,290213,1,25,#fffffe,ad92ce4e,名字太长三姐妹,2025-05-24 16:42:30,1,,0,1853756120624036608,无,
1853756289898404864,317643,5,25,#fe0303,ad92ce4e,我很好奇，人死了之后是怎么爬上去的,2025-05-24 16:42:50,2,,0,1853756289898404864,无,
1853756460086074368,327337,1,25,#fffffe,ad92ce4e,やれやれだぜ,2025-05-24 16:43:10,2,,0,1853756460086074368,无,
1853756629770936064,352211,4,25,#e70013,ad92ce4e,ここは冥界、亡霊たちが住まうこと,2025-05-24 16:43:30,2,,0,1853756629770936064,无,
1853757820240648960,327316,5,18,#fef103,ad92ce4e,呀嘞呀嘞DA☆ZE,2025-05-24 16:45:52,2,,0,1853757820240648960,无,
1853757989899858944,293115,1,25,#fffffe,ad92ce4e,叫不上名三姐妹,2025-05-24 16:46:12,1,,0,1853757989899858944,无,
1853758159945515776,343840,1,25,#fffffe,ad92ce4e,直接跳过二三四面是吧,2025-05-24 16:46:33,1,,0,1853758159945515776,无,
1853758500883892736,351746,1,25,#00a0eb,ad92ce4e,人不人鬼不鬼的指妖梦(雾),2025-05-24 16:47:13,1,,0,1853758500883892736,无,
1853758670786748416,350973,5,25,#e70013,ad92ce4e,人家撸猫，你撸个灵魂,2025-05-24 16:47:34,1,,0,1853758670786748416,无,
1853758840479773184,317991,1,25,#fffffe,ad92ce4e,蜀 道 难 难 于 上 青 天,2025-05-24 16:47:54,2,,0,1853758840479773184,无,
1853759010290350080,359295,1,25,#fffffe,ad92ce4e,中二病）,2025-05-24 16:48:14,1,,0,1853759010290350080,无,
1853759180184932096,326756,1,25,#fffffe,ad92ce4e,我DNA动了我不玩了（doge）,2025-05-24 16:48:34,9,,0,1853759180184932096,无,
1853759351572427264,340719,1,25,#009844,ad92ce4e,妖梦：亻尔女子,2025-05-24 16:48:55,9,,0,1853759351572427264,无,
1853759689742510336,274774,1,25,#fffffe,ad92ce4e,小恶魔可爱）,2025-05-24 16:49:35,1,,0,1853759689742510336,无,
1853760880228557056,270661,1,25,#fffffe,ad92ce4e,偷书贼。,2025-05-24 16:51:57,1,,0,1853760880228557056,无,
1853761389945020160,318717,5,25,#e70013,ad92ce4e,白玉楼的楼梯-又臭又长,2025-05-24 16:52:58,1,,0,1853761389945020160,无,
1853761559680454400,346421,5,25,#fef103,ad92ce4e,三分多钟打到五面，魔理沙真有你的,2025-05-24 16:53:18,2,,0,1853761559680454400,无,
1853762410066910720,274067,1,25,#fffffe,ad92ce4e,哎哟，你脸红啦,2025-05-24 16:54:59,1,,0,1853762410066910720,无,
1853762748698603520,345414,1,25,#fffffe,ad92ce4e,恭喜你遇到了冥界最好的厨师,2025-05-24 16:55:40,2,,0,1853762748698603520,无,
1853763259405546496,319526,1,25,#fffffe,ad92ce4e,冥道）,2025-05-24 16:56:41,2,,0,1853763259405546496,无,
1853763941071713024,322186,5,25,#fffffe,ad92ce4e,爬华山是吧,2025-05-24 16:58:02,2,,0,1853763941071713024,无,
1853764110706689536,341593,1,25,#fffffe,ad92ce4e,又臭又长的道中,2025-05-24 16:58:22,1,,0,1853764110706689536,无,
1853764281129630464,344139,1,25,#fffffe,ad92ce4e,半个人，哈哈,2025-05-24 16:58:42,2,,0,1853764281129630464,无,
1853764452131441920,291250,1,25,#fffffe,ad92ce4e,名字好长记不住三人组,2025-05-24 16:59:03,1,,0,1853764452131441920,无,
1853764620456905728,285996,1,25,#fffffe,ad92ce4e,众做周知东方是音乐番,2025-05-24 16:59:23,9,,0,1853764620456905728,无,
1853764791374682112,321073,1,25,#fffffe,ad92ce4e,这就是UUZ永远吃不胖的原因吗？,2025-05-24 16:59:43,1,,0,1853764791374682112,无,
1853765470516890880,295358,1,25,#fffffe,ad92ce4e,不人气三姐妹,2025-05-24 17:01:04,1,,0,1853765470516890880,无,
1853765980904363264,275021,5,25,#ffd303,ad92ce4e,准确地说，是四面道中boss,2025-05-24 17:02:05,1,,0,1853765980904363264,无,
1853766149935451904,320937,1,25,#fffffe,ad92ce4e,《落地成都天府国际机场》,2025-05-24 17:02:25,9,,0,1853766149935451904,无,
1853766320399782144,292968,1,25,#fffffe,ad92ce4e,骚灵三姐妹,2025-05-24 17:02:46,9,,0,1853766320399782144,无,
1853766489506055936,266819,1,25,#fffffe,ad92ce4e,三面了！,2025-05-24 17:03:06,2,,0,1853766489506055936,无,
1853766660474212096,316966,1,25,#fffffe,ad92ce4e,这居然是二创,2025-05-24 17:03:26,2,,0,1853766660474212096,无,
1853766830125377792,351989,5,25,#fffffe,ad92ce4e,妖梦妖梦妖梦！,2025-05-24 17:03:46,2,,0,1853766830125377792,无,
1853766999642716416,302459,1,25,#fffffe,ad92ce4e,魔法，是魔法。jpg,2025-05-24 17:04:07,1,,0,1853766999642716416,无,
1853767680621540352,302354,5,25,#fffffe,ad92ce4e,《恶灵附身》,2025-05-24 17:05:28,10,,0,1853767680621540352,高赞,
1853767850490625024,317118,1,25,#fffffe,ad92ce4e,高层教室爬楼梯belike：,2025-05-24 17:05:48,9,,0,1853767850490625024,无,
1853768020326273536,287857,1,25,#fffffe,ad92ce4e,"甘,文,崔",2025-05-24 17:06:08,2,,0,1853768020326273536,无,
1853768189910563584,329043,1,25,#fffffe,ad92ce4e,白玉楼阶梯啊,2025-05-24 17:06:28,5,,0,1853768189910563584,无,
1853768360434174976,271165,1,25,#fffffe,ad92ce4e,好可爱,2025-05-24 17:06:49,2,,0,1853768360434174976,无,
1853768529883998720,293515,1,25,#00a0eb,ad92ce4e,露娜萨，梅露兰，莉莉卡（看了漫才终于大概记住了）,2025-05-24 17:07:09,2,,0,1853768529883998720,无,
1853768700760054784,318047,1,25,#fffffe,ad92ce4e,之前到底发生了什么,2025-05-24 17:07:29,2,,0,1853768700760054784,无,
1853769211181792768,270568,5,25,#89d5fe,ad92ce4e,小恶魔（指种族但是一般指该“人”）,2025-05-24 17:08:30,2,,0,1853769211181792768,无,
1853769381327693056,292626,1,25,#fffffe,ad92ce4e,骚灵三姐妹,2025-05-24 17:08:50,9,,0,1853769381327693056,无,
1853769551247108352,346855,1,25,#fffffe,ad92ce4e,妖梦好可爱,2025-05-24 17:09:11,2,,0,1853769551247108352,无,
1853769721636887808,324172,1,25,#fffffe,ad92ce4e,泰山现状,2025-05-24 17:09:31,2,,0,1853769721636887808,无,
1853769891178504448,315135,1,25,#fffffe,ad92ce4e,细节之冥界在天上,2025-05-24 17:09:51,2,,0,1853769891178504448,无,
1853770061014677248,289389,1,25,#fffffe,ad92ce4e,吹拉弹唱三人组,2025-05-24 17:10:11,9,,0,1853770061014677248,无,
1853770230632312832,320598,1,25,#fffffe,ad92ce4e,魔理沙：6,2025-05-24 17:10:32,2,,0,1853770230632312832,无,
1853770400476596480,315368,5,25,#fef103,ad92ce4e,圣   域,2025-05-24 17:10:52,1,,0,1853770400476596480,无,
1853770740533868288,292489,1,25,#fffffe,ad92ce4e,普利兹姆利巴,2025-05-24 17:11:32,9,,0,1853770740533868288,无,
1853770910025138688,301971,1,25,#fffffe,ad92ce4e,记不住名字的吹拉弹没有唱的三人组。,2025-05-24 17:11:53,9,,0,1853770910025138688,无,
1853771079944780288,315989,1,25,#fffffe,ad92ce4e,蜀道难，难于上青天,2025-05-24 17:12:13,2,,0,1853771079944780288,无,
1853771589712111104,296806,1,25,#fffffe,ad92ce4e,恭喜您解锁新地图：「冥界」,2025-05-24 17:13:14,10,,0,1853771589712111104,高赞,
1853771759145646592,339191,5,25,#ffff01,ad92ce4e,要来力,2025-05-24 17:13:34,2,,0,1853771759145646592,无,
1853771928864216832,354576,5,25,#e70013,ad92ce4e,阎罗王（）,2025-05-24 17:13:54,2,,0,1853771928864216832,无,
1853772099504608000,321889,4,25,#fffffe,ad92ce4e,圈外人疑惑，这梯子为啥长这样（,2025-05-24 17:14:14,2,,0,1853772099504608000,无,
1853772269349404672,334699,4,25,#fffffe,ad92ce4e,点击屏幕进入游戏,2025-05-24 17:14:35,10,,0,1853772269349404672,无,
1853772438849552896,342616,5,25,#ffff01,ad92ce4e,啊，是魂魄静树，啊不对，曲林yo梦！,2025-05-24 17:14:55,2,,0,1853772438849552896,无,
1853772608726664960,358846,1,25,#fffffe,ad92ce4e,可爱捏,2025-05-24 17:15:15,8,,0,1853772608726664960,无,
1853772949463802624,269539,1,25,#fffffe,ad92ce4e,魔理沙你罪大恶极啊,2025-05-24 17:15:56,1,,0,1853772949463802624,无,
1853773119962607360,270386,1,25,#fffffe,ad92ce4e,冻着了的大图书馆,2025-05-24 17:16:16,1,,0,1853773119962607360,无,
1853773798928245760,266062,1,25,#fffffe,ad92ce4e,铁暗恋,2025-05-24 17:17:37,1,,0,1853773798928245760,无,
1853774480880098048,317704,5,25,#fe0303,ad92ce4e,那是一条神奇的天路喂~~~~（doge）,2025-05-24 17:18:58,2,,0,1853774480880098048,无,
1853774650849421056,293764,5,25,#90c321,ad92ce4e,《 东 方 妖 妖 梦 速 通 实 况 》（bu,2025-05-24 17:19:19,10,,0,1853774650849421056,无,
1853774820912404480,272085,1,25,#fffffe,ad92ce4e,摸你傻：书不错，我的了！,2025-05-24 17:19:39,1,,0,1853774820912404480,无,
1853774991435889920,328445,1,25,#fffffe,ad92ce4e,呀咧呀咧daze(无敌了,2025-05-24 17:19:59,10,,0,1853774991435889920,无,
